st,serotype,study_id,logRR,logRR_lci,logRR_uci,sd_logRR,Comparison
5,18C,NCT03893448,0.0413465017843504,0.006638334108002875,0.08920524919155705,0.020799246195201,PCV15 vs PCV13
5,18C,NCT04016714,0.04175918422013147,0.006711403001196836,0.08953979781273658,0.021013116342539908,PCV15 vs PCV13
5,18C,NCT04384107,-3.244813565927984e-5,-0.05071253618027633,0.05008493865311869,0.02462174764130532,PCV15 vs PCV13
5,18C,NCT02987972_lot1,0.01504285123757576,-0.022892371692077564,0.0653089245812349,0.022222865957075393,PCV15 vs PCV13
5,18C,NCT02987972_lot2,-0.017051598788471622,-0.06554011451813879,0.018257270216246797,0.02107139488969134,PCV15 vs PCV13
6,19F,NCT01215188,-0.049540348372630216,-0.1081462640205471,-0.011646221543545405,0.02477633131880194,PCV15 vs PCV13
6,19F,NCT02037984,-0.03912971184961611,-0.14329101867251762,0.051397394477428686,0.04919372819365646,PCV15 vs PCV13
6,19F,NCT02531373,0.04319658718081554,-0.02584411095817667,0.13564255870053965,0.04085333942428301,PCV15 vs PCV13
6,19F,NCT03620162,0.034929822626898144,-0.004605843795731533,0.09157443710409059,0.02498631775631998,PCV15 vs PCV13
6,19F,NCT03692871,0.017374524845143124,-0.07630811763594993,0.1194327096558775,0.048311300864348025,PCV15 vs PCV13
6,19F,NCT03885934,0.07625323837960418,0.014942177449805494,0.16741627366989453,0.03991356616084052,PCV15 vs PCV13
6,19F,NCT03893448,0.05571880419420783,0.023205423891515465,0.0983473678530921,0.019164277042747632,PCV15 vs PCV13
6,19F,NCT04016714,0.05650774838114403,0.022690309463655356,0.10257043410023105,0.020275364018379153,PCV15 vs PCV13
6,19F,NCT04384107,0.04048660670905191,0.005947286993102587,0.09123217183060783,0.022088219557606592,PCV15 vs PCV13
6,19F,NCT02987972_lot1,0.007799168422944369,-0.025471055238668026,0.04473592965328202,0.017688443008176208,PCV15 vs PCV13
6,19F,NCT02987972_lot2,0.023214428372064333,-0.006982282207021173,0.0654717108300593,0.018281982336746005,PCV15 vs PCV13
7,23F,NCT01215188,0.1292475462166509,0.05404805872541147,0.2656202252338789,0.0528622525810629,PCV15 vs PCV13
7,23F,NCT02037984,0.1871132722857327,0.05372359369701161,0.41728141293127635,0.09470811767618997,PCV15 vs PCV13
7,23F,NCT02531373,0.024264656018281094,-0.13772591592638536,0.2054699821005561,0.08501920881903027,PCV15 vs PCV13
7,23F,NCT03620162,0.08759229167251936,0.017718984480449017,0.20793969663120468,0.04917989859104436,PCV15 vs PCV13
7,23F,NCT03692871,0.06734678386131643,-0.06583080953503147,0.24399170072527518,0.07617939995726243,PCV15 vs PCV13
7,23F,NCT03885934,0.01763298556203763,-0.09675528761037008,0.15330574228268004,0.06294173928211357,PCV15 vs PCV13
7,23F,NCT03893448,0.13971814476700617,0.06394160988320396,0.27024197576174447,0.051243427866354295,PCV15 vs PCV13
7,23F,NCT04016714,0.032585995741775786,0.002275694305272791,0.08335260604013899,0.020759937427159883,PCV15 vs PCV13
7,23F,NCT04384107,0.14415515610932683,0.06049482195596652,0.29183039670060396,0.05914876881561143,PCV15 vs PCV13
7,23F,NCT02987972_lot1,0.08237046612347587,0.02694029546457366,0.17853006122931078,0.038850861798790645,PCV15 vs PCV13
7,23F,NCT02987972_lot2,0.020886334612446156,-0.019889093418850923,0.0804186547688979,0.025666927495361428,PCV15 vs PCV13
8,1,NCT01215188,0.0315449123732936,-0.004262276455177937,0.08385866821448362,0.022590080752877936,PCV15 vs PCV13
8,1,NCT02037984,0.0771027033838827,-0.03598517674428276,0.2405733542143185,0.07073619269365654,PCV15 vs PCV13
8,1,NCT02531373,0.04608893298869976,-0.03573056910070756,0.15943096693264291,0.049608247007278276,PCV15 vs PCV13
8,1,NCT03620162,0.08011825744542156,0.004543098539986291,0.16199075112837413,0.039893383794733374,PCV15 vs PCV13
8,1,NCT03692871,0.05311330946428683,-0.03673125342448275,0.1808812471483417,0.05521551117325059,PCV15 vs PCV13
8,1,NCT03885934,0.09645688875125202,0.002808076008829441,0.20840740840968727,0.05294673605630704,PCV15 vs PCV13
8,1,NCT03893448,0.10334051770944219,0.007457721601178375,0.17768850313074155,0.04201577485739086,PCV15 vs PCV13
8,1,NCT04016714,0.14040902330449345,0.010061322568065169,0.23659373609184606,0.05503458382738228,PCV15 vs PCV13
8,1,NCT04384107,0.16338508868488555,0.011576701222673033,0.28221359975195054,0.06664754023435374,PCV15 vs PCV13
8,1,NCT02987972_lot1,0.08671908730549394,0.005901752186742697,0.16090909797434355,0.03840600756627402,PCV15 vs PCV13
8,1,NCT02987972_lot2,0.050654090300948695,0.001974424574373868,0.1086643021971119,0.02700044659020383,PCV15 vs PCV13
9,3,NCT01215188,-0.14423693798919546,-0.23524860527858404,-0.0519938500355115,0.04623293221880143,PCV15 vs PCV13
9,3,NCT02037984,-0.13341580923874297,-0.2777599086548272,-0.02894207465837366,0.06448914364350584,PCV15 vs PCV13
9,3,NCT02531373,-0.13172169606135364,-0.254091289760338,-0.037334718985547403,0.05602449890904257,PCV15 vs PCV13
9,3,NCT03620162,-0.04887594363248482,-0.10905803546682617,-0.0069897371080336265,0.025822411533864203,PCV15 vs PCV13
9,3,NCT03692871,-0.061644725672535206,-0.18764097566601012,0.024953884085220677,0.054370943755195245,PCV15 vs PCV13
9,3,NCT03885934,-0.10160343727069598,-0.20185790996182704,-0.027136472886855934,0.04397519709842251,PCV15 vs PCV13
9,3,NCT04016714,-0.06692066422577714,-0.11614305871835444,-0.02297290938268905,0.023758270667802027,PCV15 vs PCV13
9,3,NCT04384107,-0.1278246364424822,-0.21501610637362284,-0.04603685027931451,0.042854732171314185,PCV15 vs PCV13
9,3,NCT02987972_lot1,-0.08926558859673728,-0.15716666102667884,-0.03011088794516331,0.03219063924612864,PCV15 vs PCV13
9,3,NCT02987972_lot2,-0.09550537224036892,-0.16483785523306327,-0.03169467889434885,0.03298434157428289,PCV15 vs PCV13
10,5,NCT01215188,0.07066214926284786,0.011256804247605137,0.15316057292614346,0.03609767834672133,PCV15 vs PCV13
10,5,NCT02037984,0.18668995185226933,0.030910641841209643,0.4087353554827714,0.09675277354825876,PCV15 vs PCV13
10,5,NCT02531373,0.012546184185687093,-0.12020383192971598,0.15646740102813442,0.06902141406492099,PCV15 vs PCV13
10,5,NCT03620162,0.06014197251830655,-2.7515776877004946e-4,0.14603150368458878,0.038002043046811866,PCV15 vs PCV13
10,5,NCT03692871,0.01933325581463885,-0.1207794953142685,0.18184376398654936,0.07445377864671815,PCV15 vs PCV13
10,5,NCT03885934,0.045659242274452616,-0.03897724033654075,0.1595163815092288,0.051035461882926875,PCV15 vs PCV13
10,5,NCT03893448,0.12495291300355094,0.023759053188661297,0.2312620096343382,0.050210007651355165,PCV15 vs PCV13
10,5,NCT04016714,0.1278550438131667,0.025110706276619738,0.23900627448566122,0.052122407566108954,PCV15 vs PCV13
10,5,NCT04384107,0.10835133991358514,0.020206884125890338,0.21898779202418028,0.04975098939789353,PCV15 vs PCV13
10,5,NCT02987972_lot1,0.08335758678912786,0.016071939258214596,0.1735614965642465,0.039563780365431865,PCV15 vs PCV13
10,5,NCT02987972_lot2,0.10056907569883133,0.0197176172222759,0.20259155305040638,0.045810795594862994,PCV15 vs PCV13
11,6A,NCT01215188,0.11884420892260783,0.051058559137292875,0.19554263561517607,0.03643372187448407,PCV15 vs PCV13
11,6A,NCT02037984,0.08315898390564591,-0.010615705133913054,0.2172829278884503,0.05783827815467602,PCV15 vs PCV13
11,6A,NCT02531373,0.14736021973611346,0.024559146947381417,0.3164318444324963,0.07575449521633006,PCV15 vs PCV13
11,6A,NCT03620162,0.07941230095554497,0.024589066040412867,0.15136572986495822,0.03182930213405627,PCV15 vs PCV13
11,6A,NCT03692871,0.08987545615313897,-4.0178000069581474e-4,0.2138743252034095,0.05504703127996925,PCV15 vs PCV13
11,6A,NCT03885934,0.14040200516194812,0.0441065208299253,0.2683975169331893,0.05740319832050924,PCV15 vs PCV13
11,6A,NCT03893448,0.11378501180680378,0.04998204265921844,0.17780673921822465,0.03198331893812533,PCV15 vs PCV13
11,6A,NCT04016714,0.11278425530810199,0.049907469930246286,0.17907643890028271,0.0323552636320527,PCV15 vs PCV13
11,6A,NCT04384107,0.09399596419932221,0.03831154944865915,0.16468449123958884,0.032043016351788495,PCV15 vs PCV13
11,6A,NCT02987972_lot1,0.07183513581533907,0.02754146433745948,0.12470175868711754,0.025005872987445256,PCV15 vs PCV13
11,6A,NCT02987972_lot2,0.08951905887115075,0.036131600597239216,0.14831254404316863,0.0284102677956231,PCV15 vs PCV13
12,7F,NCT01215188,0.09329261927261356,0.032505738261752584,0.18134562744358607,0.03814154296786719,PCV15 vs PCV13
12,7F,NCT02037984,0.05075013468769107,-0.055595235660962763,0.19576200984011885,0.06396140261747583,PCV15 vs PCV13
12,7F,NCT02531373,0.08089584200662969,-0.026341524010997673,0.2342136853292195,0.06670899802666622,PCV15 vs PCV13
12,7F,NCT03620162,0.11646769895869413,0.037870143544693494,0.23403880945726516,0.049977615710153744,PCV15 vs PCV13
12,7F,NCT03692871,0.06772259189951813,-0.05039465321638231,0.23422990741690355,0.07262639826894661,PCV15 vs PCV13
12,7F,NCT03885934,0.06228050429511356,-0.014860528014714868,0.1749746859276671,0.049243378986537946,PCV15 vs PCV13
12,7F,NCT03893448,0.10481777024447281,0.04125527668220653,0.1870470542753872,0.0370219552508398,PCV15 vs PCV13
