st,serotype,study_id,logRR,logRR_lci,logRR_uci,sd_logRR,Comparison
9,3,NCT02037984,0,-0.26255579564129355,0.06872685021928258,0.08420256098916576,PCV15 vs PCV13
9,3,NCT03692871,0,-0.14300975488306225,0.035226297115950655,0.045520824688850645,PCV15 vs PCV13
9,3,NCT04384107,0,-0.3224798047286065,0.10986855196178506,0.10838795532027544,PCV15 vs PCV13
9,3,NCT02987972_lot1,0,-0.2256078085608676,0.06554016081949639,0.07481974808066628,PCV15 vs PCV13
9,3,NCT02987972_lot2,0,-0.21707444538601625,0.061942780656124755,0.0715276315279946,PCV15 vs PCV13
9,3,NCT03848065,0,-0.24080634414047866,0.057199932689095435,0.07544493285219532,PCV15 vs PCV13
10,5,NCT01215188,0,-0.008389555709189532,0.09846885508713142,0.03114180097707503,PCV15 vs PCV13
10,5,NCT02037984,0,-0.02044282481420498,0.25413768219722926,0.07639943979030561,PCV15 vs PCV13
10,5,NCT03692871,0,-0.09928626327212346,0.1889041496825299,0.06814277927634663,PCV15 vs PCV13
10,5,NCT03893448,0,-0.018978277429707032,0.21078000514598474,0.06910804498874969,PCV15 vs PCV13
10,5,NCT04384107,0,-0.021364624271832472,0.21654162107562727,0.06881879847756964,PCV15 vs PCV13
10,5,NCT02987972_lot1,0,-0.009985389031191567,0.16693471726066325,0.05296037208323398,PCV15 vs PCV13
10,5,NCT02987972_lot2,0,-0.007631389794065147,0.1332748469839662,0.043386838040139576,PCV15 vs PCV13
10,5,NCT03848065,0,-0.053949773747915646,0.23756310220503596,0.0796947038472295,PCV15 vs PCV13
11,6A,NCT01215188,0.4001152684645357,0,0.9375374389624007,0.2244258996474843,PCV15 vs PCV13
11,6A,NCT02037984,0.18204214235534977,0,0.5838698054001281,0.15627142733390384,PCV15 vs PCV13
11,6A,NCT03692871,0.30400930280873917,0,0.8591507199818634,0.20916789725317608,PCV15 vs PCV13
11,6A,NCT03893448,0.23731624893400038,0,0.5945071218366358,0.14285165617736126,PCV15 vs PCV13
11,6A,NCT04384107,0.21749137239450533,0,0.5684929784330092,0.13303522380660326,PCV15 vs PCV13
11,6A,NCT02987972_lot1,0.22100677197201657,0,0.5585513828310001,0.1361997142379973,PCV15 vs PCV13
11,6A,NCT02987972_lot2,0.20881732119319718,0,0.5227082911874374,0.12726564312787178,PCV15 vs PCV13
11,6A,NCT03848065,0.16984319208305587,0,0.5122429510360712,0.1243600054165087,PCV15 vs PCV13
12,7F,NCT01215188,0.06622953013312971,-8.578890925640287e-4,0.36042107184854916,0.10956164502849838,PCV15 vs PCV13
12,7F,NCT02037984,0.028124753932064817,-0.006562271028161935,0.33974745904693576,0.10658902127127508,PCV15 vs PCV13
12,7F,NCT03692871,0.02832463639125571,-0.013394681304574638,0.4804613524571509,0.13828189872612348,PCV15 vs PCV13
12,7F,NCT03893448,0.045416307458102434,0,0.27949166771717054,0.08527083020655367,PCV15 vs PCV13
12,7F,NCT04384107,0.04204495293938271,-0.007277404629642148,0.2572145680841844,0.07713477785751,PCV15 vs PCV13
12,7F,NCT02987972_lot1,0.027483248350497647,0,0.21731070185709134,0.06781688505892022,PCV15 vs PCV13
12,7F,NCT02987972_lot2,0.028716709568492593,0,0.21384482298266747,0.06664881675459922,PCV15 vs PCV13
12,7F,NCT03848065,0.11571612575539136,-0.009280760578288149,0.6066774917303622,0.18267940296665677,PCV15 vs PCV13
13,19A,NCT01215188,0,-0.005032938471928804,0.22841310968402367,0.06848855376116558,PCV15 vs PCV13
13,19A,NCT02037984,0,-0.015066677295433739,0.061777946188926014,0.019888326314257774,PCV15 vs PCV13
13,19A,NCT03692871,0,-0.010983305516073124,0.2920387763552356,0.08802966576465228,PCV15 vs PCV13
13,19A,NCT03893448,0,-0.005190947198836902,0.14477816331046262,0.043117222687944,PCV15 vs PCV13
13,19A,NCT04384107,0.021966583697855757,-0.012535816455463441,0.3033487803161453,0.09190428445858213,PCV15 vs PCV13
13,19A,NCT02987972_lot1,0,-0.0019623425698774696,0.0874392843479615,0.025501462568726825,PCV15 vs PCV13
13,19A,NCT02987972_lot2,0,-0.0015190317207592222,0.08566181290123945,0.025371194888913366,PCV15 vs PCV13
13,19A,NCT03848065,9.839917922005448e-4,-0.035180259660924994,0.1956994856864987,0.05964934193986218,PCV15 vs PCV13
1,4,NCT03512288,0,-0.014000655660185822,0.22754191302644614,0.07102220965632916,PCV20 vs PCV13
1,4,NCT04382326,0,0,0.28921901778237535,0.09157671689459194,PCV20 vs PCV13
1,4,NCT04530838,0.10604947089023042,-0.013302754674685906,0.5494279101218035,0.17615311554964014,PCV20 vs PCV13
2,6B,NCT03512288,0,0,0.3019952021328074,0.09558374005916316,PCV20 vs PCV13
2,6B,NCT04382326,0,0,0.28521459914047975,0.09779436013777516,PCV20 vs PCV13
2,6B,NCT04530838,0,0,0.3649303426152878,0.12142673019444304,PCV20 vs PCV13
3,9V,NCT03512288,0,-0.021996397835417375,0.0961740212272869,0.03115390739671195,PCV20 vs PCV13
3,9V,NCT04382326,0,-0.037254638373093764,0.13196049396370693,0.0433095041038465,PCV20 vs PCV13
3,9V,NCT04530838,0,-0.05660764694517792,0.20017622011608088,0.06632963950208494,PCV20 vs PCV13
4,14,NCT03512288,0.012796347015848752,-0.028444577742371968,0.16368128002343196,0.05100878964569489,PCV20 vs PCV13
4,14,NCT04382326,0.03403929172775033,0,0.17286716093881482,0.05342974256033397,PCV20 vs PCV13
4,14,NCT04530838,0.02481746391811912,-0.0017958076557084554,0.16963848002412008,0.05064246381818659,PCV20 vs PCV13
5,18C,NCT03512288,0.031235368113057493,0,0.3004642814601421,0.09033647614138798,PCV20 vs PCV13
5,18C,NCT04382326,0.025273727388977818,0,0.2566716945843748,0.07781397338726169,PCV20 vs PCV13
5,18C,NCT04530838,0.08609783318085107,0,0.4514427123509994,0.13615196609377903,PCV20 vs PCV13
6,19F,NCT03512288,0,-0.009653104837364875,0.07909114501452143,0.02351924099842159,PCV20 vs PCV13
6,19F,NCT04382326,0,-0.01210683526986864,0.09304954086509022,0.02832471938272214,PCV20 vs PCV13
6,19F,NCT04530838,0,-0.019586771559320145,0.18833858898250533,0.057554198014878745,PCV20 vs PCV13
7,23F,NCT03512288,0,0,0.22485031459418636,0.06744675095936198,PCV20 vs PCV13
7,23F,NCT04382326,0,0,0.24226120961759587,0.07594673625398111,PCV20 vs PCV13
7,23F,NCT04530838,0.09257178962765344,0,0.4671956047662764,0.13546489719248173,PCV20 vs PCV13
8,1,NCT03512288,0,0,0.2558554726231374,0.07920859778608023,PCV20 vs PCV13
8,1,NCT04382326,0,0,0.42489420585519116,0.1320389110587773,PCV20 vs PCV13
8,1,NCT04530838,0.0828046319693323,-0.00385702554144708,0.5791992460200592,0.17782914592910223,PCV20 vs PCV13
9,3,NCT03512288,0,-0.02287499496505278,0.09917231021991822,0.03200975281400063,PCV20 vs PCV13
9,3,NCT04382326,0,-0.028853197854848897,0.11717966835856193,0.03651216272542776,PCV20 vs PCV13
9,3,NCT04530838,0,-0.06491605531246825,0.21387263789637087,0.07289996983044938,PCV20 vs PCV13
10,5,NCT03512288,0,-0.016563184090993752,0.16371401638621097,0.052662321957779513,PCV20 vs PCV13
10,5,NCT04382326,0,-0.014161381774690661,0.23939955346784492,0.07433607616550279,PCV20 vs PCV13
10,5,NCT04530838,0,-0.04231531345588713,0.39797346355579144,0.12891804730523918,PCV20 vs PCV13
11,6A,NCT03512288,0.0525466457570416,-0.06696076445980455,0.2686080150387117,0.08276436589975353,PCV20 vs PCV13
11,6A,NCT04382326,0.15520551825181705,0,0.4235567056528081,0.09969812759700428,PCV20 vs PCV13
11,6A,NCT04530838,0.2457806870886814,0,0.6424056716008975,0.15473842578601163,PCV20 vs PCV13
12,7F,NCT03512288,0.021448332207225196,-0.004094375201851364,0.21904443734604145,0.06759776869703002,PCV20 vs PCV13
12,7F,NCT04382326,0.032847466274186665,0,0.28502702881868486,0.08631136366338293,PCV20 vs PCV13
12,7F,NCT04530838,0.029880783026154933,0,0.30525727389870944,0.0943703310812468,PCV20 vs PCV13
13,19A,NCT03512288,0,0,0.06004574374645278,0.016949752549996196,PCV20 vs PCV13
13,19A,NCT04382326,0,0,0.0598576341658871,0.016530299891106007,PCV20 vs PCV13
13,19A,NCT04530838,8.151279493577857e-4,-0.009969835641292866,0.24936169524621538,0.07454417773960949,PCV20 vs PCV13
